Customer,Birth_Year,Highest_Education,Marital_Status,Household_Income ,Kid_home,Teen_home,Enrollment_Date,Last_purchase,AmountFruits,AmountMeat,AmountFish,AmountSweet,AmountGold,Deals,Web,Catalog,Store,WebVisits,ad1,ad2,ad3,ad4,ad5,ad6,Complain,Location
5272,1965,Master,Married,"$53,843.00 ",0,1,6/27/2013,64,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,SA
5286,1987,Master,Single,"$41,020.00 ",0,0,10/28/2013,68,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,CA
5289,1975,2n Cycle,Single,"$41,658.00 ",1,1,11/9/2012,30,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,AUS
5290,1964,PhD,Married,"$41,551.00 ",1,1,8/14/2013,51,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,CA
5294,1989,Graduation,Single,"$18,358.00 ",1,0,11/20/2013,49,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,SP
5299,1970,PhD,Married,"$69,084.00 ",1,0,11/19/2013,43,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,SP
5300,1973,Master,Married,"$38,961.00 ",1,0,12/30/2013,60,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,SP
5302,1986,Graduation,Together,"$78,394.00 ",0,0,2/15/2013,13,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,1,0,SP
5303,1974,PhD,Together,"$79,632.00 ",0,0,4/8/2014,42,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,SA
5304,1974,PhD,Single,"$30,899.00 ",1,0,10/13/2012,35,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA
5313,1971,Master,Married,"$38,196.00 ",1,1,4/18/2014,20,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,SP
5314,1951,Graduation,Together,"$40,689.00 ",0,1,3/18/2013,69,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,SP
5320,1973,Master,Divorced,"$44,051.00 ",1,1,1/29/2013,20,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,0,SA
5329,1949,PhD,Divorced,"$35,946.00 ",1,1,9/27/2013,24,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,AUS
5331,1977,Graduation,Married,"$74,985.00 ",0,0,9/11/2012,8,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,GER
5332,1960,2n Cycle,Married,"$82,504.00 ",0,0,7/27/2013,2,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,IND
5336,1971,Master,Together,"$157,733.00 ",1,0,6/4/2013,37,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,SP
5341,1962,2n Cycle,Divorced,"$81,975.00 ",0,1,1/5/2013,2,76,184,180,138,27,1,6,3,4,7,0,0,0,0,1,0,0,SA
5342,1976,Basic,Divorced,"$9,548.00 ",1,0,8/8/2012,31,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,CA
5350,1991,Master,Single,"$90,638.00 ",0,0,2/13/2014,29,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,1,0,SA
5370,1973,PhD,Married,"$32,644.00 ",1,0,1/16/2013,38,3,141,0,7,23,4,7,1,6,8,0,0,1,0,0,0,0,SP
5371,1989,Graduation,Single,"$21,474.00 ",1,0,4/8/2014,0,16,24,11,0,34,2,3,1,2,7,0,0,1,0,0,1,0,SP
5376,1979,Graduation,Married,"$2,447.00 ",1,0,1/6/2013,42,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,US
5386,1953,Graduation,Together,"$94,384.00 ",0,0,3/4/2013,62,24,790,160,45,172,0,5,8,5,2,1,0,0,1,1,1,0,SA
5393,1977,Graduation,Single,"$23,763.00 ",1,0,8/7/2012,64,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,SP
5394,1979,Basic,Single,"$16,014.00 ",1,1,3/17/2013,42,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,SP
5396,1988,Graduation,Married,"$68,487.00 ",0,0,1/13/2013,48,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,AUS
5423,1983,Graduation,Together,"$28,359.00 ",1,0,10/27/2013,35,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0,SA
5424,1983,Graduation,Married,"$39,922.00 ",1,0,2/14/2013,30,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,SA
5429,1948,PhD,Married,"$45,579.00 ",0,1,8/20/2013,10,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,SP
5430,1956,Graduation,Together,"$54,450.00 ",1,1,9/14/2012,0,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,SP
5453,1956,Master,Married,"$90,226.00 ",0,0,9/26/2012,26,108,649,253,151,108,1,4,7,12,2,1,0,0,0,0,0,0,SA
5462,1974,Graduation,Married,"$67,445.00 ",0,1,8/12/2012,63,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,IND
5493,1976,Graduation,Married,"$39,356.00 ",1,1,3/19/2014,21,0,2,0,0,6,1,1,0,2,6,0,0,1,0,0,0,0,SP
5510,1977,Master,Married,"$43,263.00 ",0,1,11/21/2012,2,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,SP
5512,1977,Master,Married,"$55,842.00 ",0,1,5/23/2014,19,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,SP
5513,1966,Graduation,Together,"$37,758.00 ",1,1,10/4/2012,49,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,SP
5517,1969,Graduation,Married,"$25,293.00 ",1,0,9/15/2013,51,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,AUS
5519,1956,Graduation,Together,"$64,090.00 ",0,1,8/7/2013,8,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,1,0,SA
5524,1957,Graduation,Single,"$58,138.00 ",0,0,9/4/2012,58,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,1,0,US
5527,1987,Graduation,Together,"$22,434.00 ",1,0,2/13/2013,25,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,SP
5529,1946,PhD,Together,"$64,014.00 ",2,1,6/10/2014,56,0,30,0,0,8,7,8,2,5,7,1,0,0,0,0,0,0,CA
5534,1975,Master,Married,"$47,808.00 ",0,1,10/20/2013,30,1,26,2,0,72,2,3,2,3,7,0,0,1,0,0,0,0,SP
5536,1959,Graduation,Together,"$87,771.00 ",0,1,5/22/2013,61,38,287,50,57,33,1,5,10,4,6,1,1,0,1,1,1,0,CA
5543,1966,Graduation,Together,"$57,811.00 ",0,1,6/24/2013,49,7,114,37,21,78,5,7,2,11,5,0,0,0,1,0,0,0,SP
5544,1970,Graduation,Single,"$67,384.00 ",0,1,11/10/2012,32,40,175,158,53,107,2,7,8,5,5,0,0,0,1,0,0,0,SP
5547,1982,PhD,Married,"$84,169.00 ",0,0,8/7/2013,9,19,403,0,19,0,1,7,6,6,3,0,0,0,1,1,1,0,SP
5552,1963,Master,Divorced,"$48,721.00 ",1,1,5/13/2013,50,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,SA
5564,1969,Graduation,Together,"$62,882.00 ",0,1,8/9/2012,26,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,AUS
5585,1972,Graduation,Single,"$21,359.00 ",1,0,4/20/2013,1,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,1,0,CA
5596,1956,2n Cycle,Together,"$58,821.00 ",0,1,10/12/2013,44,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,SA
5610,1965,Graduation,Together,"$33,456.00 ",1,1,4/21/2014,58,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,IND
5621,1969,Graduation,Married,"$48,752.00 ",1,1,12/12/2012,8,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,1,0,SP
5626,1964,PhD,Single,"$61,798.00 ",0,0,11/23/2013,13,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,SP
5628,1982,Graduation,Together,"$61,416.00 ",0,0,2/8/2013,25,154,323,201,61,78,1,10,3,10,6,0,0,1,0,0,0,0,US
5633,1980,Graduation,Married,"$50,183.00 ",1,1,6/25/2014,47,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,SA
5636,1963,Graduation,Single,"$30,983.00 ",0,0,11/9/2012,50,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,1,0,IND
5642,1979,Master,Together,"$62,499.00 ",1,0,12/9/2013,0,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,SP
5654,1972,Graduation,Married,"$36,026.00 ",2,1,3/16/2014,34,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,AUS
5680,1984,2n Cycle,Married,"$35,684.00 ",1,0,4/22/2014,66,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,SP
5682,1953,PhD,Single,"$64,108.00 ",0,1,3/23/2013,8,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,AUS
5684,1971,Master,Divorced,"$44,635.00 ",1,1,10/11/2013,25,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,SP
5710,1970,Graduation,Together,"$40,548.00 ",0,1,10/10/2012,31,0,5,2,0,3,2,2,1,4,5,0,0,0,1,0,0,0,AUS
5718,1950,Graduation,Married,"$80,763.00 ",0,0,8/15/2013,17,168,108,192,42,231,1,5,11,6,3,1,0,0,0,1,1,0,SA
5721,1956,PhD,Married,"$84,117.00 ",0,0,5/11/2014,60,76,749,59,45,26,1,7,10,6,2,0,0,0,0,1,0,0,CA
5723,1976,PhD,Together,"$49,187.00 ",0,1,1/11/2014,63,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,SP
5726,1983,Master,Single,"$31,788.00 ",1,0,3/20/2014,15,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,0,1,SA
5731,1983,Master,Married,"$27,100.00 ",1,0,4/5/2013,64,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,SP
5735,1991,Master,Single,"$90,638.00 ",0,0,2/13/2014,29,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,0,0,SP
5740,1970,2n Cycle,Divorced,"$25,959.00 ",1,1,2/14/2013,1,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,1,0,SP
5751,1973,2n Cycle,Divorced,"$31,163.00 ",1,0,2/13/2014,54,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,CA
5756,1983,Graduation,Together,"$39,453.00 ",1,0,4/3/2014,64,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,SP
5758,1982,Graduation,Married,"$65,169.00 ",0,0,1/14/2014,23,0,69,0,0,46,1,10,4,13,6,1,1,1,0,1,1,0,SP
5763,1972,Master,Together,"$49,854.00 ",1,0,11/10/2013,63,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,CA
5782,1982,2n Cycle,Together,"$58,582.00 ",0,1,9/28/2013,15,35,106,101,77,42,2,9,2,9,5,0,0,0,1,0,0,0,SP
5788,1972,Graduation,Together,"$46,053.00 ",1,0,2/17/2013,46,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,GER
5790,1985,Graduation,Married,"$31,158.00 ",1,0,1/27/2013,62,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,SP
5794,1974,PhD,Married,"$46,374.00 ",0,1,3/17/2014,1,0,21,0,0,17,3,7,1,7,8,1,0,0,1,0,1,0,IND
5802,1972,Basic,Married,"$14,188.00 ",0,0,2/28/2013,40,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,GER
5823,1970,PhD,Single,"$32,303.00 ",0,1,3/8/2014,63,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,IND
5824,1972,PhD,Together,"$34,578.00 ",2,1,4/11/2014,1,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,AUS
5827,1958,Graduation,Divorced,"$35,246.00 ",1,1,4/16/2014,53,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,SA
5832,1960,2n Cycle,Together,"$92,556.00 ",0,0,4/20/2014,32,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,SP
5835,1976,PhD,Divorced,"$14,849.00 ",1,0,7/2/2013,39,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,SP
5837,1967,Graduation,Married,"$51,479.00 ",1,1,12/28/2012,67,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,SP
5841,1966,Graduation,Together,"$60,894.00 ",0,1,6/28/2013,61,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,SP
5846,1977,Graduation,Divorced,"$40,246.00 ",1,0,12/19/2012,68,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,GER
5848,1970,Graduation,Together,"$81,205.00 ",0,0,1/13/2014,43,74,929,97,55,130,1,5,6,7,2,0,1,1,0,1,1,0,IND
5866,1974,Graduation,Together,"$48,186.00 ",1,0,3/20/2014,39,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,SP
5868,1980,Graduation,Married,"$19,107.00 ",1,0,8/22/2013,49,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,CA
5872,1951,Graduation,Single,"$60,689.00 ",0,1,6/1/2013,23,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,US
5892,1980,Graduation,Married,"$34,968.00 ",1,0,4/10/2013,11,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,SA
5899,1950,PhD,Together,"$5,648.00 ",1,1,3/13/2014,68,0,6,1,1,13,1,1,0,0,20,0,0,1,0,0,0,0,US
5907,1952,Master,Married,"$33,444.00 ",1,1,11/3/2012,24,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SP
5909,1964,Graduation,Married,"$58,512.00 ",0,1,9/19/2013,25,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,GER
5922,1974,PhD,Married,"$40,344.00 ",0,1,10/13/2013,48,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,SP
5929,1973,PhD,Married,"$37,401.00 ",1,0,5/6/2014,14,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,SP
5935,1956,Master,Single,"$55,284.00 ",0,1,12/24/2012,60,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,IND
5955,1962,Graduation,Together,"$72,025.00 ",0,0,11/17/2012,27,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,SP
5961,1978,Graduation,Married,"$42,693.00 ",1,0,6/7/2014,29,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,SP
5966,1974,PhD,Married,"$45,207.00 ",1,1,11/10/2012,64,0,10,0,0,2,5,3,1,6,6,0,0,0,1,0,0,0,SP
5967,1952,Graduation,Together,"$33,402.00 ",1,1,7/18/2013,60,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,GER
5985,1965,Master,Single,"$33,168.00 ",0,1,10/13/2012,0,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,SP
5987,1989,2n Cycle,Together,"$10,404.00 ",1,0,5/4/2014,52,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,SP
5989,1959,2n Cycle,Divorced,"$78,353.00 ",0,1,4/16/2013,51,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,CA
5991,1949,Master,Married,"$48,150.00 ",0,1,6/8/2013,24,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,GER
5995,1962,Graduation,Divorced,"$39,552.00 ",1,1,12/18/2012,54,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,SP
6001,1979,Graduation,Married,"$56,775.00 ",0,1,1/2/2013,62,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,SP
6019,1971,PhD,Married,"$37,126.00 ",1,0,3/30/2014,9,3,9,4,4,7,1,1,2,2,6,0,0,1,0,0,1,0,SP
6024,1953,Graduation,Together,"$94,384.00 ",0,0,3/4/2013,62,24,790,160,45,172,0,5,8,5,2,1,0,0,1,1,1,0,SP
6050,1975,2n Cycle,Married,"$57,036.00 ",0,1,12/11/2012,33,43,219,19,14,47,4,6,3,13,9,0,0,1,0,0,0,0,IND
6072,1970,Master,Single,"$75,345.00 ",0,0,2/2/2013,16,57,842,99,38,133,1,5,8,6,3,1,0,0,0,0,1,0,SP
6086,1955,Graduation,Married,"$80,395.00 ",0,0,11/23/2013,62,25,706,80,76,48,1,6,5,12,2,1,0,0,0,0,0,0,AUS
6097,1959,Graduation,Single,"$50,664.00 ",1,1,1/16/2013,64,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,SA
6103,1948,Graduation,Married,"$42,192.00 ",0,0,9/6/2013,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,AUS
6116,1968,2n Cycle,Married,"$48,985.00 ",0,1,7/5/2013,13,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,SP
6119,1963,PhD,Single,"$36,736.00 ",1,1,5/10/2013,52,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP
6141,1972,Master,Single,"$49,494.00 ",1,0,4/25/2013,46,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,CA
6142,1943,Master,Married,"$65,073.00 ",0,0,8/20/2013,65,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,0,1,SP
6147,1971,Graduation,Divorced,"$25,818.00 ",1,0,10/18/2012,51,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,GER
6168,1963,Graduation,Divorced,"$45,146.00 ",1,1,7/15/2013,28,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,IND
6173,1979,Graduation,Together,"$77,298.00 ",0,1,11/2/2013,46,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,SP
6177,1985,PhD,Married,"$33,454.00 ",1,0,5/8/2013,32,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,US
6181,1950,2n Cycle,Together,"$52,203.00 ",0,0,7/31/2012,36,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,US
6182,1984,Graduation,Together,"$26,646.00 ",1,0,2/10/2014,26,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,US
6183,1962,Master,Married,"$58,646.00 ",0,1,6/10/2013,3,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,GER
6184,1969,PhD,Married,"$68,462.00 ",0,0,12/12/2012,6,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,SP
6197,1962,PhD,Single,"$27,238.00 ",1,1,4/20/2013,39,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,SP
6200,1951,Graduation,Married,"$75,903.00 ",0,1,4/8/2013,50,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,SP
6201,1978,Graduation,Single,"$38,643.00 ",1,1,11/29/2013,45,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,0,1,SP
6203,1947,Graduation,Together,"$74,485.00 ",0,0,8/24/2013,58,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,SP
6205,1967,Master,Single,"$32,557.00 ",1,0,2/24/2014,13,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,1,0,CA
6211,1976,PhD,Together,"$37,395.00 ",1,0,5/2/2014,47,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,SP
6214,1982,Master,Married,"$43,815.00 ",1,0,4/5/2013,53,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,SP
6215,1977,Graduation,Married,"$31,353.00 ",1,1,12/29/2013,24,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,1,0,SA
6222,1967,Graduation,Married,"$22,574.00 ",2,1,10/28/2013,28,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP
6230,1971,Graduation,Divorced,"$44,421.00 ",1,1,2/15/2013,53,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,SP
6233,1976,Graduation,Married,"$65,991.00 ",0,1,9/7/2012,21,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,SP
6246,1953,Graduation,Single,"$73,892.00 ",0,0,11/13/2013,40,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,1,0,CA
6248,1947,Master,Single,"$91,712.00 ",0,0,10/17/2013,47,24,746,94,29,48,0,9,7,11,3,0,0,0,0,1,1,0,SP
6250,1949,PhD,Widow,"$54,356.00 ",0,1,11/19/2012,62,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,1,0,SP
6255,1952,Master,Together,"$70,545.00 ",0,1,6/3/2014,29,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,AUS
6260,1955,Master,Together,"$82,384.00 ",0,0,11/19/2012,55,51,432,180,120,190,1,3,10,13,1,0,0,0,0,1,1,0,AUS
6263,1968,Graduation,Together,"$35,322.00 ",1,2,8/22/2012,34,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,SP
6271,1952,PhD,Married,"$50,870.00 ",0,1,6/19/2014,13,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,SP
6281,1966,Graduation,Divorced,"$55,686.00 ",0,1,2/14/2013,27,0,199,37,47,26,2,6,3,5,4,0,0,1,0,0,0,0,SP
6283,1968,Master,Divorced,"$63,841.00 ",0,1,4/21/2013,64,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,SP
6287,1986,Graduation,Together,"$34,728.00 ",1,0,7/30/2013,2,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,1,0,SP
6292,1986,PhD,Married,"$82,333.00 ",0,0,3/30/2013,60,0,359,46,89,17,1,4,3,10,2,0,0,0,0,1,1,0,GER
6295,1977,Graduation,Married,"$54,233.00 ",0,1,2/4/2013,46,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,SP
6299,1968,PhD,Divorced,"$42,564.00 ",0,1,1/2/2013,28,48,186,39,18,198,6,6,8,4,7,0,0,1,0,0,1,0,CA
6310,1978,Graduation,Married,"$33,039.00 ",1,0,9/9/2013,4,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,CA
6312,1959,Graduation,Married,"$65,031.00 ",0,1,3/17/2013,29,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,GER
6318,1988,Graduation,Married,"$68,487.00 ",0,0,1/13/2013,48,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,CA
6320,1976,Master,Single,"$70,893.00 ",0,0,2/6/2013,42,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,SP
6336,1960,Graduation,Married,"$29,315.00 ",1,1,4/6/2014,55,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,SA
6340,1985,Graduation,Single,"$29,938.00 ",1,0,10/27/2013,52,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,SA
6343,1959,Graduation,Married,"$79,823.00 ",0,1,3/31/2014,6,73,380,114,73,43,1,6,9,7,2,0,0,0,1,0,0,0,AUS
6347,1979,Basic,Single,"$15,862.00 ",1,0,6/27/2013,26,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,SP
6354,1984,Graduation,Together,"$15,345.00 ",1,0,8/31/2012,51,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,SP
6355,1978,Graduation,Married,"$44,359.00 ",1,1,6/17/2014,19,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,SP
6357,1959,2n Cycle,Divorced,"$59,052.00 ",0,1,11/17/2013,29,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,SA
6365,1987,2n Cycle,Married,"$30,390.00 ",0,0,9/2/2013,5,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,IND
6374,1954,PhD,Married,"$36,930.00 ",0,1,5/17/2013,50,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,SP
6379,1949,Master,Widow,"$47,570.00 ",1,1,5/29/2013,3,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,1,0,US
6384,1978,Graduation,Divorced,"$71,022.00 ",0,1,2/11/2014,30,12,278,0,12,242,3,5,2,11,8,0,0,1,0,0,0,0,US
6387,1976,PhD,Together,"$52,190.00 ",1,1,5/8/2014,39,0,17,0,0,18,3,2,1,3,5,0,0,1,0,0,0,0,SA
6398,1974,Basic,Married,"$18,393.00 ",1,0,3/29/2014,2,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,SP
6404,1969,Graduation,Together,"$58,917.00 ",1,2,3/24/2013,10,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,SA
6406,1988,Master,Married,"$78,285.00 ",0,0,10/28/2013,13,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,GER
6409,1967,Graduation,Divorced,"$57,136.00 ",0,0,5/18/2013,18,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,1,0,SA
6421,1961,Graduation,Together,"$88,347.00 ",0,0,7/3/2013,32,178,555,77,138,118,1,4,7,9,1,1,0,0,0,0,0,0,SP
6422,1954,Graduation,Married,"$86,718.00 ",0,0,1/17/2013,20,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,IND
6424,1977,Graduation,Together,"$33,178.00 ",1,0,1/30/2014,9,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,SP
6428,1950,PhD,Widow,"$76,842.00 ",0,0,5/3/2014,37,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,SP
6431,1964,PhD,Married,"$45,759.00 ",1,1,2/23/2013,13,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,IND
6439,1958,Graduation,Married,"$61,074.00 ",0,1,8/17/2012,37,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,SA
6466,1965,PhD,Married,"$57,236.00 ",1,1,3/12/2014,22,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,SP
6471,1971,Master,Single,"$36,230.00 ",1,0,10/17/2013,17,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,SP
6497,1960,Graduation,Married,"$51,651.00 ",0,1,11/7/2012,32,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,AUS
6504,1975,2n Cycle,Together,"$19,789.00 ",1,0,11/20/2013,24,5,9,28,6,28,3,2,1,3,5,0,0,1,0,0,0,0,SP
6507,1980,Graduation,Single,"$30,828.00 ",1,0,10/4/2013,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,AUS
6516,1989,Basic,Married,"$17,487.00 ",1,0,3/18/2013,37,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,AUS
6518,1951,PhD,Widow,"$67,680.00 ",0,1,6/11/2013,8,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,AUS
6521,1954,Graduation,Together,"$77,972.00 ",0,0,3/18/2014,18,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,SA
6543,1945,Master,Together,"$62,847.00 ",0,0,1/15/2013,45,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,CA
6544,1949,PhD,Together,"$67,911.00 ",0,1,5/22/2014,63,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,GER
